,Bandit,Reward,Algorithm
52,1,1.053972260133078,Epsilon Greedy
53,1,1.8991950166971603,Epsilon Greedy
54,1,2.9440936525774166,Epsilon Greedy
55,1,3.067340166789649,Epsilon Greedy
56,1,2.60628798118064,Epsilon Greedy
57,1,1.6947418998221422,Epsilon Greedy
58,1,0.8572432230227314,Epsilon Greedy
59,1,1.9900072025275597,Epsilon Greedy
60,1,2.428842958535015,Epsilon Greedy
61,1,3.4434772486292475,Epsilon Greedy
62,1,0.9624392895598106,Epsilon Greedy
63,1,1.910247102219796,Epsilon Greedy
64,1,0.5570879902779315,Epsilon Greedy
65,1,2.655963126990608,Epsilon Greedy
66,1,-0.896011227182774,Epsilon Greedy
67,1,3.0794785657907617,Epsilon Greedy
68,1,1.6153360465150541,Epsilon Greedy
69,1,0.6430949319155901,Epsilon Greedy
70,1,3.601177555328407,Epsilon Greedy
71,1,2.7783087914150153,Epsilon Greedy
72,1,3.1168116708691773,Epsilon Greedy
73,1,2.354116185318239,Epsilon Greedy
74,1,1.0454687912055052,Epsilon Greedy
75,1,4.298075524953781,Epsilon Greedy
76,1,1.8076638374019813,Epsilon Greedy
77,1,2.647282278988795,Epsilon Greedy
78,1,1.683942900411926,Epsilon Greedy
79,1,2.6228746465444033,Epsilon Greedy
80,1,1.3013313896265457,Epsilon Greedy
81,1,2.6970683981902788,Epsilon Greedy
82,1,3.56290930653213,Epsilon Greedy
83,1,1.338279360263152,Epsilon Greedy
84,1,1.1639697566237555,Epsilon Greedy
85,1,3.2743247565101568,Epsilon Greedy
86,1,0.9162071938887433,Epsilon Greedy
87,1,3.0339757941248697,Epsilon Greedy
88,1,2.0588338722726505,Epsilon Greedy
89,1,0.3615378101722295,Epsilon Greedy
90,1,0.05569900934413807,Epsilon Greedy
91,1,2.042004907800708,Epsilon Greedy
92,1,1.2628004648876998,Epsilon Greedy
93,3,5.95957797287734,Epsilon Greedy
94,3,2.3381588331967342,Epsilon Greedy
95,3,2.912560176219397,Epsilon Greedy
96,3,3.3991632461970553,Epsilon Greedy
97,3,3.670963558191315,Epsilon Greedy
98,3,5.455859771794239,Epsilon Greedy
99,3,1.7605114998752098,Epsilon Greedy
100,3,5.223491701455516,Epsilon Greedy
101,3,4.8999667457202385,Epsilon Greedy
102,3,4.541324825194655,Epsilon Greedy
103,3,5.950606737730935,Epsilon Greedy
104,3,4.680831206129922,Epsilon Greedy
105,3,2.638400508242973,Epsilon Greedy
106,3,3.8454933217795073,Epsilon Greedy
107,3,3.7268118211523342,Epsilon Greedy
108,3,2.054690513882912,Epsilon Greedy
109,3,5.726548018189677,Epsilon Greedy
110,3,1.7220366575314512,Epsilon Greedy
111,3,4.63579158607978,Epsilon Greedy
112,3,4.075346762917162,Epsilon Greedy
113,3,3.578324787801036,Epsilon Greedy
114,3,3.1124744123845898,Epsilon Greedy
115,3,5.809333278545779,Epsilon Greedy
116,3,3.3570262850589834,Epsilon Greedy
117,3,4.429825286931581,Epsilon Greedy
118,3,5.327008086787161,Epsilon Greedy
119,3,2.606792767317547,Epsilon Greedy
120,3,3.9945195568720337,Epsilon Greedy
121,3,5.399624270884912,Epsilon Greedy
122,3,4.505294041441035,Epsilon Greedy
123,3,3.0166043063413808,Epsilon Greedy
124,3,4.036788641858371,Epsilon Greedy
125,3,1.84415295493124,Epsilon Greedy
126,3,4.417186527714997,Epsilon Greedy
127,3,3.3499197518333186,Epsilon Greedy
128,3,5.246743478772904,Epsilon Greedy
129,3,2.3782321787326515,Epsilon Greedy
130,3,4.603259882586679,Epsilon Greedy
131,3,2.462538939142947,Epsilon Greedy
132,3,3.1197288652145736,Epsilon Greedy
133,3,4.566763931540022,Epsilon Greedy
134,3,1.041395486680111,Epsilon Greedy
135,3,4.694583382773958,Epsilon Greedy
136,3,3.6667102767392104,Epsilon Greedy
137,3,3.7291248357051097,Epsilon Greedy
138,3,3.394397042139163,Epsilon Greedy
139,3,2.898596164789299,Epsilon Greedy
140,3,4.74367594410878,Epsilon Greedy
141,3,3.49010965453939,Epsilon Greedy
142,3,4.0571509908282986,Epsilon Greedy
143,3,2.4679296501495225,Epsilon Greedy
144,3,3.1904009713260293,Epsilon Greedy
145,3,3.8473946267335397,Epsilon Greedy
146,3,3.1848248319143226,Epsilon Greedy
147,3,1.7313630077225008,Epsilon Greedy
148,3,3.088699088655007,Epsilon Greedy
149,3,4.352306162756794,Epsilon Greedy
150,3,3.971689228783272,Epsilon Greedy
151,3,4.5118538977101235,Epsilon Greedy
152,3,4.300095871771593,Epsilon Greedy
153,3,3.597563034625175,Epsilon Greedy
154,3,3.868522389219994,Epsilon Greedy
155,3,4.286914504824539,Epsilon Greedy
156,3,4.579361634494365,Epsilon Greedy
157,3,4.21041930196989,Epsilon Greedy
158,3,4.028387370637043,Epsilon Greedy
159,3,4.563675298199837,Epsilon Greedy
160,3,4.816917536570503,Epsilon Greedy
161,3,4.483011213181974,Epsilon Greedy
162,3,1.7918246247221403,Epsilon Greedy
163,3,4.4322304698289186,Epsilon Greedy
164,3,5.192136373454892,Epsilon Greedy
165,3,3.9067309711105622,Epsilon Greedy
166,3,5.126356428618783,Epsilon Greedy
167,3,3.575313104625821,Epsilon Greedy
168,3,3.00566191492088,Epsilon Greedy
169,3,3.3267935337829586,Epsilon Greedy
170,3,4.888543941021539,Epsilon Greedy
171,3,3.9624496088775722,Epsilon Greedy
172,3,4.472444311815122,Epsilon Greedy
173,3,4.706438884749804,Epsilon Greedy
174,3,3.3847072993160547,Epsilon Greedy
175,3,5.14762969457316,Epsilon Greedy
176,3,4.224846083984213,Epsilon Greedy
177,0,0.23463761534309058,Epsilon Greedy
178,3,3.2467842050387077,Epsilon Greedy
179,3,5.415482535179689,Epsilon Greedy
180,3,5.895481987142696,Epsilon Greedy
181,3,2.22175939239009,Epsilon Greedy
182,3,4.530490045301703,Epsilon Greedy
183,3,3.984107694036922,Epsilon Greedy
184,3,3.3855216671738497,Epsilon Greedy
185,3,2.121312934757784,Epsilon Greedy
186,3,4.429148098624419,Epsilon Greedy
187,3,1.6535894132779916,Epsilon Greedy
188,3,3.9549068666771925,Epsilon Greedy
189,3,4.556872166985797,Epsilon Greedy
190,3,3.4703711344694934,Epsilon Greedy
191,3,4.342523161822502,Epsilon Greedy
192,3,4.5018190885686415,Epsilon Greedy
193,3,2.750021196343254,Epsilon Greedy
194,3,4.9458646039863385,Epsilon Greedy
195,3,3.6897959904746704,Epsilon Greedy
196,3,3.0095933391361585,Epsilon Greedy
197,3,2.993062035624912,Epsilon Greedy
198,3,2.889172606144193,Epsilon Greedy
199,3,4.486211124773617,Epsilon Greedy
200,3,2.737100331715177,Epsilon Greedy
201,3,4.05195693378473,Epsilon Greedy
202,3,4.889933858973697,Epsilon Greedy
203,3,5.030696940209999,Epsilon Greedy
204,3,5.097999972683868,Epsilon Greedy
205,3,3.797261458779658,Epsilon Greedy
206,3,4.617312169032919,Epsilon Greedy
207,3,3.447713330473905,Epsilon Greedy
208,3,5.230530745350309,Epsilon Greedy
209,3,1.63932125538502,Epsilon Greedy
210,3,3.774072491610921,Epsilon Greedy
211,3,4.9782556133192735,Epsilon Greedy
212,3,4.224635095047566,Epsilon Greedy
213,3,3.903297309314577,Epsilon Greedy
214,3,3.8039219956518138,Epsilon Greedy
215,3,5.6110236386498125,Epsilon Greedy
216,3,3.324255477918136,Epsilon Greedy
217,3,3.5519786134190428,Epsilon Greedy
218,3,3.711719635178461,Epsilon Greedy
219,3,4.6154964889220675,Epsilon Greedy
220,3,3.2990648537085434,Epsilon Greedy
221,3,3.5083675130345187,Epsilon Greedy
222,3,3.5280736964707184,Epsilon Greedy
223,3,2.916477327908648,Epsilon Greedy
224,3,3.8375220566817325,Epsilon Greedy
225,3,3.949013876400737,Epsilon Greedy
226,3,3.0704412883092993,Epsilon Greedy
227,3,2.9574658511319374,Epsilon Greedy
228,3,3.198244362220296,Epsilon Greedy
229,3,2.744129438673496,Epsilon Greedy
230,3,6.369968622497259,Epsilon Greedy
231,3,4.22797845409247,Epsilon Greedy
232,3,3.0725329381788913,Epsilon Greedy
233,3,4.5848715317134054,Epsilon Greedy
234,3,4.016893913449315,Epsilon Greedy
235,3,4.272127245536443,Epsilon Greedy
236,3,4.5521937123203005,Epsilon Greedy
237,3,3.8462117511543625,Epsilon Greedy
238,3,4.0922046620397765,Epsilon Greedy
239,3,4.101494893221291,Epsilon Greedy
240,3,4.708861104901765,Epsilon Greedy
241,3,3.229788509574147,Epsilon Greedy
242,3,4.785188506309008,Epsilon Greedy
243,3,4.3866890769643865,Epsilon Greedy
244,3,2.8322218745616903,Epsilon Greedy
245,3,2.973641156756767,Epsilon Greedy
246,3,5.713578814353327,Epsilon Greedy
247,3,2.692297955735217,Epsilon Greedy
248,3,4.808341515530381,Epsilon Greedy
249,3,1.9769096256335255,Epsilon Greedy
250,3,3.833549989118908,Epsilon Greedy
251,3,5.0379481156259756,Epsilon Greedy
252,3,3.7180621473103774,Epsilon Greedy
253,3,3.030996419907819,Epsilon Greedy
254,3,2.3684379950758467,Epsilon Greedy
255,3,4.368785982943502,Epsilon Greedy
256,3,4.693791310929049,Epsilon Greedy
257,3,2.2009053350898786,Epsilon Greedy
258,3,3.353431105694755,Epsilon Greedy
259,3,3.3441006305115373,Epsilon Greedy
260,3,4.258170995103256,Epsilon Greedy
261,3,3.12619647613711,Epsilon Greedy
262,3,3.792053390892841,Epsilon Greedy
263,3,3.5208362771041872,Epsilon Greedy
264,3,5.871007509792756,Epsilon Greedy
265,3,3.6575117331368316,Epsilon Greedy
266,3,4.214049465793855,Epsilon Greedy
267,3,5.070999183485956,Epsilon Greedy
268,3,3.6379252864549763,Epsilon Greedy
269,3,3.9217983975756736,Epsilon Greedy
270,3,2.6509163183624036,Epsilon Greedy
271,3,4.122968203922178,Epsilon Greedy
272,3,4.241132112858482,Epsilon Greedy
273,3,3.8418477885701527,Epsilon Greedy
274,3,4.215181311502253,Epsilon Greedy
275,3,3.559074995899025,Epsilon Greedy
276,3,3.9774673247774905,Epsilon Greedy
277,3,3.384801716880737,Epsilon Greedy
278,3,3.2664235236461594,Epsilon Greedy
279,3,4.616258101995096,Epsilon Greedy
280,3,2.2771515723356,Epsilon Greedy
281,3,3.1673906106359713,Epsilon Greedy
282,3,4.491014091076109,Epsilon Greedy
283,3,3.6703990765250634,Epsilon Greedy
284,3,2.1421402538643806,Epsilon Greedy
285,3,5.279971018093671,Epsilon Greedy
286,3,4.250682314427067,Epsilon Greedy
287,3,4.647908870280028,Epsilon Greedy
288,3,3.7088395386021036,Epsilon Greedy
289,3,4.557843325688223,Epsilon Greedy
290,3,5.437908661318118,Epsilon Greedy
291,3,3.9133154756143127,Epsilon Greedy
292,3,5.126915930141644,Epsilon Greedy
293,3,4.307220040549167,Epsilon Greedy
294,3,2.656128474541574,Epsilon Greedy
295,3,5.1682485613082445,Epsilon Greedy
296,3,4.221524296515676,Epsilon Greedy
297,3,3.5937569765123354,Epsilon Greedy
298,3,2.7383147728303614,Epsilon Greedy
299,3,4.1101127706129335,Epsilon Greedy
300,3,4.955394420220464,Epsilon Greedy
301,3,2.825118202121512,Epsilon Greedy
302,3,3.6577584429680012,Epsilon Greedy
303,3,4.469831225696138,Epsilon Greedy
304,3,3.2881312783037875,Epsilon Greedy
305,3,4.450762730745678,Epsilon Greedy
306,3,3.9234342017529937,Epsilon Greedy
307,3,4.4361222279318255,Epsilon Greedy
308,3,3.5853505827903644,Epsilon Greedy
309,3,3.118662517220563,Epsilon Greedy
310,3,3.376764605048424,Epsilon Greedy
311,3,6.285263727738646,Epsilon Greedy
312,3,2.060907883070082,Epsilon Greedy
313,3,4.9300607242114385,Epsilon Greedy
314,3,4.454124892231623,Epsilon Greedy
315,3,4.007329750317168,Epsilon Greedy
316,3,4.946962759034598,Epsilon Greedy
317,3,2.9905366693856266,Epsilon Greedy
318,3,5.371175195770256,Epsilon Greedy
319,3,5.217380419684311,Epsilon Greedy
320,3,3.9532594757812527,Epsilon Greedy
321,3,4.19352486163637,Epsilon Greedy
322,3,2.3368258373181243,Epsilon Greedy
323,3,2.9352952107545933,Epsilon Greedy
324,3,3.93745147722065,Epsilon Greedy
325,3,4.122934633658576,Epsilon Greedy
326,3,3.1975944828630913,Epsilon Greedy
327,3,2.866416955684916,Epsilon Greedy
328,3,3.6185192587046453,Epsilon Greedy
329,3,2.638764965506281,Epsilon Greedy
330,3,3.7669217433794815,Epsilon Greedy
331,3,4.449601965168368,Epsilon Greedy
332,3,3.112868839237689,Epsilon Greedy
333,3,4.530620254394721,Epsilon Greedy
334,3,4.330721143579377,Epsilon Greedy
335,3,3.8856598767304655,Epsilon Greedy
336,3,3.5102675460680435,Epsilon Greedy
337,3,2.452971324909438,Epsilon Greedy
338,3,5.233375881897244,Epsilon Greedy
339,3,3.0700520472981125,Epsilon Greedy
340,3,2.3224650591759928,Epsilon Greedy
341,3,5.31031738689029,Epsilon Greedy
342,3,2.982095692660132,Epsilon Greedy
343,3,4.0567256336092266,Epsilon Greedy
344,3,2.351150911978815,Epsilon Greedy
345,3,2.4387547942496273,Epsilon Greedy
346,3,5.070328832810733,Epsilon Greedy
347,3,4.019482834719896,Epsilon Greedy
348,3,4.665300109803236,Epsilon Greedy
349,3,4.263541957042491,Epsilon Greedy
350,3,4.072448934913874,Epsilon Greedy
351,3,3.442538019498718,Epsilon Greedy
352,3,3.5412819787410243,Epsilon Greedy
353,3,2.4001892315600344,Epsilon Greedy
354,3,4.667647050995158,Epsilon Greedy
355,3,5.82148546652413,Epsilon Greedy
356,3,3.399670556214938,Epsilon Greedy
357,3,2.5604537403533794,Epsilon Greedy
358,3,3.780128525643682,Epsilon Greedy
359,3,3.1473651462049963,Epsilon Greedy
360,3,3.496764739875389,Epsilon Greedy
361,3,2.308353840264539,Epsilon Greedy
362,3,5.893416463817071,Epsilon Greedy
363,3,3.2386013230741035,Epsilon Greedy
364,3,2.93347379021717,Epsilon Greedy
365,3,3.0803222633880787,Epsilon Greedy
366,3,4.9248578123846185,Epsilon Greedy
367,3,5.27045001715624,Epsilon Greedy
368,3,4.503314698157775,Epsilon Greedy
369,3,3.9626122930402183,Epsilon Greedy
370,3,5.075935960223269,Epsilon Greedy
371,3,3.1318812901876374,Epsilon Greedy
372,3,4.773034357189944,Epsilon Greedy
373,3,4.916516756853246,Epsilon Greedy
374,3,4.162577598808732,Epsilon Greedy
375,3,4.000228691657858,Epsilon Greedy
376,3,2.5697825057588233,Epsilon Greedy
377,3,2.48968212838329,Epsilon Greedy
378,3,2.5240482651691245,Epsilon Greedy
379,3,5.1279389864955585,Epsilon Greedy
380,3,4.0608548746406745,Epsilon Greedy
381,3,2.8262076040988617,Epsilon Greedy
382,3,4.069321354486751,Epsilon Greedy
383,3,3.0562407281815602,Epsilon Greedy
384,3,2.2947047659420114,Epsilon Greedy
385,3,5.826010574657795,Epsilon Greedy
386,3,4.947776883659502,Epsilon Greedy
387,3,3.841572608648805,Epsilon Greedy
388,3,3.781384963135892,Epsilon Greedy
389,3,3.9733866441441283,Epsilon Greedy
390,3,4.563470398183574,Epsilon Greedy
391,3,5.430925362300857,Epsilon Greedy
392,3,2.5210310051038882,Epsilon Greedy
393,3,4.352009808007181,Epsilon Greedy
394,3,4.086306145726164,Epsilon Greedy
395,3,3.0770157454586413,Epsilon Greedy
396,3,2.685971324587938,Epsilon Greedy
397,3,4.9844366830817455,Epsilon Greedy
398,3,4.973038063210981,Epsilon Greedy
399,3,3.2275763537149453,Epsilon Greedy
400,3,3.7543873120270743,Epsilon Greedy
401,3,3.666371325298837,Epsilon Greedy
402,3,3.4506978166477276,Epsilon Greedy
403,3,3.7486259549943743,Epsilon Greedy
404,3,5.025961890803561,Epsilon Greedy
405,3,3.7589749567656914,Epsilon Greedy
406,3,3.785454141122394,Epsilon Greedy
407,3,4.029832649757542,Epsilon Greedy
408,3,2.7364777251217687,Epsilon Greedy
409,3,3.7081918049341778,Epsilon Greedy
410,3,3.068791648365078,Epsilon Greedy
411,3,4.804418905483667,Epsilon Greedy
412,3,2.8462094276376435,Epsilon Greedy
413,3,3.0393478394203752,Epsilon Greedy
414,3,3.266548254637835,Epsilon Greedy
415,3,2.8608237333583864,Epsilon Greedy
416,3,3.2232152812680863,Epsilon Greedy
417,3,4.679463868669396,Epsilon Greedy
418,3,4.732749769941637,Epsilon Greedy
419,3,3.1181873410656986,Epsilon Greedy
420,3,3.226157940150644,Epsilon Greedy
421,3,4.163714950735215,Epsilon Greedy
422,3,5.882637122949556,Epsilon Greedy
423,3,3.651053200334279,Epsilon Greedy
424,3,4.003974182094321,Epsilon Greedy
425,3,3.2094420467267466,Epsilon Greedy
426,3,5.037250064534987,Epsilon Greedy
427,3,4.4573423089281,Epsilon Greedy
428,3,5.764903047429927,Epsilon Greedy
429,3,3.5603116810734736,Epsilon Greedy
430,3,2.6404979006281692,Epsilon Greedy
431,3,4.935854026056352,Epsilon Greedy
432,3,3.541826899724313,Epsilon Greedy
433,3,3.0154930768195483,Epsilon Greedy
434,3,3.6109543791495726,Epsilon Greedy
435,3,4.3274877779687975,Epsilon Greedy
436,3,3.136955391089098,Epsilon Greedy
437,3,3.465335208417617,Epsilon Greedy
438,3,3.8987120731661333,Epsilon Greedy
439,3,3.6907581596440697,Epsilon Greedy
440,3,3.082486912284486,Epsilon Greedy
441,3,4.011499647273846,Epsilon Greedy
442,3,4.258860120195903,Epsilon Greedy
443,3,3.99479382639145,Epsilon Greedy
444,3,3.7515091245910654,Epsilon Greedy
445,3,3.006690349489367,Epsilon Greedy
446,3,2.5530948881520663,Epsilon Greedy
447,3,3.128106914948078,Epsilon Greedy
448,3,4.474817147782837,Epsilon Greedy
449,3,4.44156486356841,Epsilon Greedy
450,3,3.981225327002895,Epsilon Greedy
451,3,5.221739455614973,Epsilon Greedy
452,3,2.866669958335617,Epsilon Greedy
453,3,4.495943098050956,Epsilon Greedy
454,3,5.98471293417723,Epsilon Greedy
455,3,4.905912211461495,Epsilon Greedy
456,3,4.36257388295336,Epsilon Greedy
457,3,4.786555875265519,Epsilon Greedy
458,3,3.848838331061319,Epsilon Greedy
459,3,4.610457580484381,Epsilon Greedy
460,3,4.372626446146531,Epsilon Greedy
461,3,2.642753301949833,Epsilon Greedy
462,3,2.9801875203655475,Epsilon Greedy
463,3,1.5965821022497417,Epsilon Greedy
464,3,4.310293913105163,Epsilon Greedy
465,3,4.598547361905801,Epsilon Greedy
466,3,4.4821284215912875,Epsilon Greedy
467,3,5.155106270434757,Epsilon Greedy
468,3,4.315850509631769,Epsilon Greedy
469,3,4.178664612155682,Epsilon Greedy
470,3,5.502522013453721,Epsilon Greedy
471,3,4.387733430511505,Epsilon Greedy
472,3,4.880049111095604,Epsilon Greedy
473,3,3.5625651980961717,Epsilon Greedy
474,3,3.7635768626745234,Epsilon Greedy
475,3,4.836860772926186,Epsilon Greedy
476,3,3.093188573136354,Epsilon Greedy
477,3,4.735134758892107,Epsilon Greedy
478,3,4.475361596951311,Epsilon Greedy
479,3,3.2155379437994767,Epsilon Greedy
480,3,4.604314489149501,Epsilon Greedy
481,3,3.5033117473875013,Epsilon Greedy
482,3,4.362183424089347,Epsilon Greedy
483,3,5.902677390513271,Epsilon Greedy
484,3,3.5776515051069016,Epsilon Greedy
485,3,4.093747920717908,Epsilon Greedy
486,3,5.050191502178555,Epsilon Greedy
487,3,4.513308892595552,Epsilon Greedy
488,3,3.907922898946526,Epsilon Greedy
489,3,3.850476285878873,Epsilon Greedy
490,3,3.4812700155300327,Epsilon Greedy
491,3,3.801161617759192,Epsilon Greedy
492,1,0.7628798863717599,Epsilon Greedy
493,3,4.599716064245777,Epsilon Greedy
494,3,4.192023587035389,Epsilon Greedy
495,3,4.892036328944251,Epsilon Greedy
496,3,2.015530834703825,Epsilon Greedy
497,3,3.6929955013572155,Epsilon Greedy
498,3,3.499613262169676,Epsilon Greedy
499,3,3.2487795318958868,Epsilon Greedy
500,3,5.275546470142968,Epsilon Greedy
501,3,4.903264538818087,Epsilon Greedy
502,3,4.130132544447426,Epsilon Greedy
503,3,3.7061308612613626,Epsilon Greedy
504,3,6.4444005664125275,Epsilon Greedy
505,3,3.3898120234258453,Epsilon Greedy
506,3,4.6721514973686045,Epsilon Greedy
507,3,3.3117215480697464,Epsilon Greedy
508,3,4.269582729394449,Epsilon Greedy
509,3,2.892659969248267,Epsilon Greedy
510,3,4.0009029613361715,Epsilon Greedy
511,3,3.4803600157531003,Epsilon Greedy
512,3,5.935193670677228,Epsilon Greedy
513,3,3.817259112846312,Epsilon Greedy
514,3,4.019762912492368,Epsilon Greedy
515,3,4.443910067199531,Epsilon Greedy
516,3,3.950147567293759,Epsilon Greedy
517,3,4.913353520297186,Epsilon Greedy
518,3,4.471271429776499,Epsilon Greedy
519,3,4.473148973362353,Epsilon Greedy
520,3,6.073646892755034,Epsilon Greedy
521,3,4.617439918192281,Epsilon Greedy
522,3,3.1791662228684126,Epsilon Greedy
523,3,2.2387513786410844,Epsilon Greedy
524,3,2.57065629019258,Epsilon Greedy
525,3,3.918593432096298,Epsilon Greedy
526,3,3.317362056958223,Epsilon Greedy
527,3,4.92844567943764,Epsilon Greedy
528,3,3.1860539360117266,Epsilon Greedy
529,3,5.233381856532791,Epsilon Greedy
530,3,4.671476341095677,Epsilon Greedy
531,3,3.833375170131723,Epsilon Greedy
532,3,3.1675790967545474,Epsilon Greedy
533,3,3.917340519317668,Epsilon Greedy
534,3,5.366611823211525,Epsilon Greedy
535,3,3.6476472072035815,Epsilon Greedy
536,3,3.335966394335623,Epsilon Greedy
537,3,4.277426835222532,Epsilon Greedy
538,3,4.487543796489443,Epsilon Greedy
539,3,3.561366291342675,Epsilon Greedy
540,3,3.4277316532955413,Epsilon Greedy
541,3,3.7669976138606844,Epsilon Greedy
542,3,2.890755459531328,Epsilon Greedy
543,3,3.8485614752856137,Epsilon Greedy
544,3,4.186467571779685,Epsilon Greedy
545,3,4.00958005542131,Epsilon Greedy
546,3,4.29079697530217,Epsilon Greedy
547,3,3.5299315420945856,Epsilon Greedy
548,3,2.7174060201852144,Epsilon Greedy
549,3,3.965491180870915,Epsilon Greedy
550,3,2.127689806921606,Epsilon Greedy
551,3,2.4530133924096362,Epsilon Greedy
552,3,2.123026399881797,Epsilon Greedy
553,3,5.847151773502167,Epsilon Greedy
554,3,3.540382074010439,Epsilon Greedy
555,3,4.626223690768674,Epsilon Greedy
556,3,3.6750901298028102,Epsilon Greedy
557,3,2.331075472161209,Epsilon Greedy
558,3,3.5160292011677488,Epsilon Greedy
559,3,3.2959132935662505,Epsilon Greedy
560,3,4.2886967557161055,Epsilon Greedy
561,3,3.578079356209299,Epsilon Greedy
562,3,3.4463832026645345,Epsilon Greedy
563,3,3.718563623568796,Epsilon Greedy
564,3,4.083681029217452,Epsilon Greedy
565,3,5.796681317641668,Epsilon Greedy
566,3,2.4762142462385017,Epsilon Greedy
567,3,4.324860672178164,Epsilon Greedy
568,3,4.736077317709188,Epsilon Greedy
569,3,4.134787777487021,Epsilon Greedy
570,3,5.708626151843518,Epsilon Greedy
571,3,4.211751928510961,Epsilon Greedy
572,3,5.942410318822397,Epsilon Greedy
573,3,4.4116810016736805,Epsilon Greedy
574,3,6.202353590544959,Epsilon Greedy
575,3,3.0513395249324002,Epsilon Greedy
576,3,2.6976810921723904,Epsilon Greedy
577,3,5.952702863854513,Epsilon Greedy
578,3,2.9242436607391618,Epsilon Greedy
579,3,4.904619143683516,Epsilon Greedy
580,3,3.7162485087869017,Epsilon Greedy
581,3,3.0443451547496423,Epsilon Greedy
582,3,4.4234363717054315,Epsilon Greedy
583,3,4.361509688372864,Epsilon Greedy
584,3,5.012493005795618,Epsilon Greedy
585,3,3.7075354337786335,Epsilon Greedy
586,3,4.081754530903146,Epsilon Greedy
587,3,3.529460214396217,Epsilon Greedy
588,3,3.459282041687152,Epsilon Greedy
589,3,5.802733727535953,Epsilon Greedy
590,3,3.658549455857112,Epsilon Greedy
591,3,3.9534225676008807,Epsilon Greedy
592,3,2.975315940239943,Epsilon Greedy
593,3,2.3502697255934275,Epsilon Greedy
594,3,3.934021387820536,Epsilon Greedy
595,3,2.7468832461262482,Epsilon Greedy
596,3,4.036557059578002,Epsilon Greedy
597,3,3.5462527687486167,Epsilon Greedy
598,3,3.9320979619531156,Epsilon Greedy
599,3,6.019562499274032,Epsilon Greedy
600,3,4.130289900351476,Epsilon Greedy
601,3,4.329237853817379,Epsilon Greedy
602,3,4.220436878097395,Epsilon Greedy
603,3,4.621159569146515,Epsilon Greedy
604,3,3.983009563991818,Epsilon Greedy
605,3,4.320845657524147,Epsilon Greedy
606,3,5.984730020176981,Epsilon Greedy
607,3,4.97791930006012,Epsilon Greedy
608,3,3.999709964393431,Epsilon Greedy
609,3,4.476536709884449,Epsilon Greedy
610,3,5.584708126635233,Epsilon Greedy
611,3,2.95328740335068,Epsilon Greedy
612,3,4.026917254142158,Epsilon Greedy
613,3,5.538694190275299,Epsilon Greedy
614,3,3.4854524392224837,Epsilon Greedy
615,3,5.425083923525922,Epsilon Greedy
616,3,6.261409661227713,Epsilon Greedy
617,3,5.031458729617633,Epsilon Greedy
618,3,3.379301189295922,Epsilon Greedy
619,3,3.980951713022432,Epsilon Greedy
620,3,4.359389156886019,Epsilon Greedy
621,3,4.409819775500797,Epsilon Greedy
